Filepath	C:\Chromel\data\Data\2023\2023 W36.SEQ\UV_VIS_3.CHL\22594.acd
Channel	UV_VIS_3

Sample Information:
Datasource	INDIA_local
Sequence	Data\2023\2023 W36.SEQ
Sample	rxn488_4
Sample Number	74
Sample Position	RC2
Sample ID	22594
Comment	JL0001_68h_1
QNT method	Method default
PGM file	5-100% positive extended MS-range 500-2000
Type	unknown
Status	finished
Date	9/5/2023
Time	3:43:26 PM
Injection Volume (µl)	12.00
Dilution Factor	1.000000
Amount	10.000000
Weight	10.000000

Raw Data Header Information:
Time Min. (min)	0.000
Time Max. (min)	3.000
Raw-Time Min. (min)	0.000
Raw-Time Max. (min)	3.000
Data Points	1801
Detector	DAD3000.dll
Preferred Read Mode	Unknown
Write Mode	Unknown
Data System	Chromeleon
Version High	06
Version Low	80
Build No.	3984
File Format Version	11
Generation Type	8
File ID	239054205
File Status	16
GUID	ed393dd4-4bf1-11ee-9d37-bcee7b8beccc
Signal Factor	0.000010
Signal Dimension	mAU
Signal Unit	Absorbance
Signal Min.	-5.98026
Signal Max.	126.312040
Channel Name	UV_VIS_3
Driver Name	DAD-3000(RS) Detector
Min. Step	10
Max. Step	10
Average Step	10

Signal Parameter Information:
Signal Info	WVL:280 nm
Wavelength	280.0 nm
Bandwidth	4 nm
RefWavelength	0.0 nm
RefBandwidth	1 nm
	 

















Raw Data:
Time(min)	Step(sec)	Value(mAU)
0.148500	0.10	0.025150	
0.150167	0.10	0.024860	
0.151833	0.10	0.021170	
0.153500	0.10	0.014510	
0.155167	0.10	0.007530	
0.156833	0.10	0.003260	
0.158500	0.10	0.002910	
0.160167	0.10	0.005720	
0.161833	0.10	0.009840	
0.163500	0.10	0.012950	
0.165167	0.10	0.013280	
0.166833	0.10	0.010420	
0.168500	0.10	0.004750	
0.170167	0.10	-0.010250	
0.171833	0.10	-0.075170	
0.173500	0.10	-0.318480	
0.175167	0.10	-0.996370	
0.176833	0.10	-2.383000	
0.178500	0.10	-4.375140	
0.180167	0.10	-5.980260	
0.181833	0.10	-5.276740	
0.183500	0.10	-0.291120	
0.185167	0.10	9.612280	
0.186833	0.10	22.871320	
0.188500	0.10	36.117410	
0.190167	0.10	45.611730	
0.191833	0.10	48.829620	
0.193500	0.10	45.348320	
0.195167	0.10	36.762630	
0.196833	0.10	25.867200	
0.198500	0.10	15.571100	
0.200167	0.10	8.015390	
0.201833	0.10	4.183610	
0.203500	0.10	4.007000	
0.205167	0.10	6.752660	
0.206833	0.10	11.448940	
0.208500	0.10	17.192820	
0.210167	0.10	23.298940	
0.211833	0.10	29.323260	
0.213500	0.10	35.013930	
0.215167	0.10	40.234940	
0.216833	0.10	44.897330	
0.218500	0.10	48.917390	
0.220167	0.10	52.203390	
0.221833	0.10	54.661130	
0.223500	0.10	56.210850	
0.225167	0.10	56.808740	
0.226833	0.10	56.461600	
0.228500	0.10	55.226850	
0.230167	0.10	53.201160	
0.231833	0.10	50.505830	
0.233500	0.10	47.275690	
0.235167	0.10	43.653580	
0.236833	0.10	39.786550	
0.238500	0.10	35.819600	
0.240167	0.10	31.887320	
0.241833	0.10	28.107300	
0.243500	0.10	24.575520	
0.245167	0.10	21.361700	
0.246833	0.10	18.506010	
0.248500	0.10	16.020100	
0.250167	0.10	13.892640	
0.251833	0.10	12.096890	
0.253500	0.10	10.597410	
0.255167	0.10	9.355210	
0.256833	0.10	8.332110	
0.258500	0.10	7.493320	
0.260167	0.10	6.807990	
0.261833	0.10	6.249950	
0.263500	0.10	5.800170	
0.265167	0.10	5.447290	
0.266833	0.10	5.184640	
0.268500	0.10	5.006030	
0.270167	0.10	4.904140	
0.271833	0.10	4.870980	
0.273500	0.10	4.897920	
0.275167	0.10	4.975240	
0.276833	0.10	5.092400	
0.278500	0.10	5.239870	
0.280167	0.10	5.410710	
0.281833	0.10	5.599660	
0.283500	0.10	5.801050	
0.285167	0.10	6.008120	
0.286833	0.10	6.213480	
0.288500	0.10	6.410000	
0.290167	0.10	6.591370	
0.291833	0.10	6.752460	
0.293500	0.10	6.889030	
0.295167	0.10	6.997310	
0.296833	0.10	7.074040	
0.298500	0.10	7.117300	
0.300167	0.10	7.126580	
0.301833	0.10	7.102010	
0.303500	0.10	7.043540	
0.305167	0.10	6.951690	
0.306833	0.10	6.828350	
0.308500	0.10	6.676300	
0.310167	0.10	6.498300	
0.311833	0.10	6.296700	
0.313500	0.10	6.073290	
0.315167	0.10	5.829830	
0.316833	0.10	5.568860	
0.318500	0.10	5.293860	
0.320167	0.10	5.008960	
0.321833	0.10	4.718230	
0.323500	0.10	4.424640	
0.325167	0.10	4.129290	
0.326833	0.10	3.832340	
0.328500	0.10	3.535070	
0.330167	0.10	3.241020	
0.331833	0.10	2.954970	
0.333500	0.10	2.680930	
0.335167	0.10	2.420940	
0.336833	0.10	2.175700	
0.338500	0.10	1.946130	
0.340167	0.10	1.733760	
0.341833	0.10	1.539290	
0.343500	0.10	1.361620	
0.345167	0.10	1.198420	
0.346833	0.10	1.047460	
0.348500	0.10	0.907990	
0.350167	0.10	0.780840	
0.351833	0.10	0.667310	
0.353500	0.10	0.568140	
0.355167	0.10	0.483590	
0.356833	0.10	0.412790	
0.358500	0.10	0.352500	
0.360167	0.10	0.298680	
0.361833	0.10	0.248820	
0.363500	0.10	0.202660	
0.365167	0.10	0.161780	
0.366833	0.10	0.128250	
0.368500	0.10	0.102950	
0.370167	0.10	0.085000	
0.371833	0.10	0.072330	
0.373500	0.10	0.062540	
0.375167	0.10	0.053890	
0.376833	0.10	0.045720	
0.378500	0.10	0.037730	
0.380167	0.10	0.029470	
0.381833	0.10	0.020460	
0.383500	0.10	0.010720	
0.385167	0.10	0.001750	
0.386833	0.10	-0.003890	
0.388500	0.10	-0.004960	
0.390167	0.10	-0.002900	
0.391833	0.10	-0.000750	
0.393500	0.10	-0.000990	
0.395167	0.10	-0.003880	
0.396833	0.10	-0.007380	
0.398500	0.10	-0.008930	
0.400167	0.10	-0.007400	
0.401833	0.10	-0.003510	
0.403500	0.10	0.000790	
0.405167	0.10	0.003870	
0.406833	0.10	0.005230	
0.408500	0.10	0.005550	
0.410167	0.10	0.005930	
0.411833	0.10	0.006620	
0.413500	0.10	0.006800	
0.415167	0.10	0.005750	
0.416833	0.10	0.003680	
0.418500	0.10	0.001320	
0.420167	0.10	-0.000770	
0.421833	0.10	-0.002430	
0.423500	0.10	-0.003600	
0.425167	0.10	-0.004310	
0.426833	0.10	-0.004780	
0.428500	0.10	-0.004760	
0.430167	0.10	-0.003310	
0.431833	0.10	0.000000	
0.433500	0.10	0.004060	
0.435167	0.10	0.007160	
0.436833	0.10	0.008310	
0.438500	0.10	0.007840	
0.440167	0.10	0.007040	
0.441833	0.10	0.007450	
0.443500	0.10	0.009610	
0.445167	0.10	0.012830	
0.446833	0.10	0.016030	
0.448500	0.10	0.018750	
0.450167	0.10	0.021190	
0.451833	0.10	0.023680	
0.453500	0.10	0.026290	
0.455167	0.10	0.028880	
0.456833	0.10	0.030830	
0.458500	0.10	0.030880	
0.460167	0.10	0.028070	
0.461833	0.10	0.022820	
0.463500	0.10	0.016930	
0.465167	0.10	0.012480	
0.466833	0.10	0.010970	
0.468500	0.10	0.012870	
0.470167	0.10	0.017540	
0.471833	0.10	0.023500	
0.473500	0.10	0.029060	
0.475167	0.10	0.032750	
0.476833	0.10	0.033870	
0.478500	0.10	0.033080	
0.480167	0.10	0.031480	
0.481833	0.10	0.029560	
0.483500	0.10	0.027570	
0.485167	0.10	0.026320	
0.486833	0.10	0.026700	
0.488500	0.10	0.028880	
0.490167	0.10	0.032320	
0.491833	0.10	0.036120	
0.493500	0.10	0.038610	
0.495167	0.10	0.037680	
0.496833	0.10	0.032530	
0.498500	0.10	0.024880	
0.500167	0.10	0.017820	
0.501833	0.10	0.013670	
0.503500	0.10	0.012730	
0.505167	0.10	0.013830	
0.506833	0.10	0.015690	
0.508500	0.10	0.017490	
0.510167	0.10	0.018480	
0.511833	0.10	0.017820	
0.513500	0.10	0.015590	
0.515167	0.10	0.013420	
0.516833	0.10	0.013090	
0.518500	0.10	0.015220	
0.520167	0.10	0.019630	
0.521833	0.10	0.025410	
0.523500	0.10	0.030230	
0.525167	0.10	0.031570	
0.526833	0.10	0.028690	
0.528500	0.10	0.022850	
0.530167	0.10	0.016010	
0.531833	0.10	0.009740	
0.533500	0.10	0.004660	
0.535167	0.10	0.000290	
0.536833	0.10	-0.003890	
0.538500	0.10	-0.007340	
0.540167	0.10	-0.009110	
0.541833	0.10	-0.009240	
0.543500	0.10	-0.008640	
0.545167	0.10	-0.008180	
0.546833	0.10	-0.008480	
0.548500	0.10	-0.009350	
0.550167	0.10	-0.009210	
0.551833	0.10	-0.006660	
0.553500	0.10	-0.002700	
0.555167	0.10	-0.000350	
0.556833	0.10	-0.001670	
0.558500	0.10	-0.005950	
0.560167	0.10	-0.010490	
0.561833	0.10	-0.012540	
0.563500	0.10	-0.011140	
0.565167	0.10	-0.007670	
0.566833	0.10	-0.005220	
0.568500	0.10	-0.006750	
0.570167	0.10	-0.012470	
0.571833	0.10	-0.019570	
0.573500	0.10	-0.025250	
0.575167	0.10	-0.029180	
0.576833	0.10	-0.032480	
0.578500	0.10	-0.035730	
0.580167	0.10	-0.038730	
0.581833	0.10	-0.040910	
0.583500	0.10	-0.041470	
0.585167	0.10	-0.040350	
0.586833	0.10	-0.038770	
0.588500	0.10	-0.038070	
0.590167	0.10	-0.038450	
0.591833	0.10	-0.039340	
0.593500	0.10	-0.040000	
0.595167	0.10	-0.039680	
0.596833	0.10	-0.038100	
0.598500	0.10	-0.035640	
0.600167	0.10	-0.032940	
0.601833	0.10	-0.030620	
0.603500	0.10	-0.029340	
0.605167	0.10	-0.029680	
0.606833	0.10	-0.031600	
0.608500	0.10	-0.034380	
0.610167	0.10	-0.037180	
0.611833	0.10	-0.039030	
0.613500	0.10	-0.038860	
0.615167	0.10	-0.036570	
0.616833	0.10	-0.033540	
0.618500	0.10	-0.031250	
0.620167	0.10	-0.030090	
0.621833	0.10	-0.030180	
0.623500	0.10	-0.032090	
0.625167	0.10	-0.035620	
0.626833	0.10	-0.038880	
0.628500	0.10	-0.040290	
0.630167	0.10	-0.040620	
0.631833	0.10	-0.041820	
0.633500	0.10	-0.044750	
0.635167	0.10	-0.048480	
0.636833	0.10	-0.050780	
0.638500	0.10	-0.049450	
0.640167	0.10	-0.044240	
0.641833	0.10	-0.037430	
0.643500	0.10	-0.032770	
0.645167	0.10	-0.033680	
0.646833	0.10	-0.041230	
0.648500	0.10	-0.053670	
0.650167	0.10	-0.067880	
0.651833	0.10	-0.081250	
0.653500	0.10	-0.091850	
0.655167	0.10	-0.097890	
0.656833	0.10	-0.098390	
0.658500	0.10	-0.094560	
0.660167	0.10	-0.089900	
0.661833	0.10	-0.088170	
0.663500	0.10	-0.091070	
0.665167	0.10	-0.097560	
0.666833	0.10	-0.105370	
0.668500	0.10	-0.113030	
0.670167	0.10	-0.120000	
0.671833	0.10	-0.125900	
0.673500	0.10	-0.130910	
0.675167	0.10	-0.135740	
0.676833	0.10	-0.140960	
0.678500	0.10	-0.146640	
0.680167	0.10	-0.152390	
0.681833	0.10	-0.157700	
0.683500	0.10	-0.162030	
0.685167	0.10	-0.164920	
0.686833	0.10	-0.166260	
0.688500	0.10	-0.166770	
0.690167	0.10	-0.167810	
0.691833	0.10	-0.170810	
0.693500	0.10	-0.176480	
0.695167	0.10	-0.184390	
0.696833	0.10	-0.193710	
0.698500	0.10	-0.203870	
0.700167	0.10	-0.214400	
0.701833	0.10	-0.225080	
0.703500	0.10	-0.236340	
0.705167	0.10	-0.248410	
0.706833	0.10	-0.260340	
0.708500	0.10	-0.271280	
0.710167	0.10	-0.281960	
0.711833	0.10	-0.293910	
0.713500	0.10	-0.307720	
0.715167	0.10	-0.322620	
0.716833	0.10	-0.337160	
0.718500	0.10	-0.350420	
0.720167	0.10	-0.362530	
0.721833	0.10	-0.374170	
0.723500	0.10	-0.385680	
0.725167	0.10	-0.396600	
0.726833	0.10	-0.406260	
0.728500	0.10	-0.414970	
0.730167	0.10	-0.424070	
0.731833	0.10	-0.435240	
0.733500	0.10	-0.449760	
0.735167	0.10	-0.468050	
0.736833	0.10	-0.489470	
0.738500	0.10	-0.512710	
0.740167	0.10	-0.536070	
0.741833	0.10	-0.557820	
0.743500	0.10	-0.577110	
0.745167	0.10	-0.594020	
0.746833	0.10	-0.608760	
0.748500	0.10	-0.621610	
0.750167	0.10	-0.633680	
0.751833	0.10	-0.646170	
0.753500	0.10	-0.659320	
0.755167	0.10	-0.672970	
0.756833	0.10	-0.687900	
0.758500	0.10	-0.705180	
0.760167	0.10	-0.724720	
0.761833	0.10	-0.745550	
0.763500	0.10	-0.766960	
0.765167	0.10	-0.788480	
0.766833	0.10	-0.809520	
0.768500	0.10	-0.829370	
0.770167	0.10	-0.847740	
0.771833	0.10	-0.865410	
0.773500	0.10	-0.883710	
0.775167	0.10	-0.903060	
0.776833	0.10	-0.923030	
0.778500	0.10	-0.943570	
0.780167	0.10	-0.965040	
0.781833	0.10	-0.987110	
0.783500	0.10	-1.009060	
0.785167	0.10	-1.030540	
0.786833	0.10	-1.051310	
0.788500	0.10	-1.071320	
0.790167	0.10	-1.091270	
0.791833	0.10	-1.112380	
0.793500	0.10	-1.135470	
0.795167	0.10	-1.160330	
0.796833	0.10	-1.185900	
0.798500	0.10	-1.211210	
0.800167	0.10	-1.236050	
0.801833	0.10	-1.260660	
0.803500	0.10	-1.284850	
0.805167	0.10	-1.308220	
0.806833	0.10	-1.331220	
0.808500	0.10	-1.354930	
0.810167	0.10	-1.379990	
0.811833	0.10	-1.406550	
0.813500	0.10	-1.434630	
0.815167	0.10	-1.463610	
0.816833	0.10	-1.492820	
0.818500	0.10	-1.522010	
0.820167	0.10	-1.550520	
0.821833	0.10	-1.577200	
0.823500	0.10	-1.601810	
0.825167	0.10	-1.625840	
0.826833	0.10	-1.651380	
0.828500	0.10	-1.679140	
0.830167	0.10	-1.708130	
0.831833	0.10	-1.736850	
0.833500	0.10	-1.763810	
0.835167	0.10	-1.787680	
0.836833	0.10	-1.808350	
0.838500	0.10	-1.827170	
0.840167	0.10	-1.845420	
0.841833	0.10	-1.863690	
0.843500	0.10	-1.882540	
0.845167	0.10	-1.902020	
0.846833	0.10	-1.921710	
0.848500	0.10	-1.941770	
0.850167	0.10	-1.963090	
0.851833	0.10	-1.985860	
0.853500	0.10	-2.009170	
0.855167	0.10	-2.031980	
0.856833	0.10	-2.054110	
0.858500	0.10	-2.076120	
0.860167	0.10	-2.098770	
0.861833	0.10	-2.122440	
0.863500	0.10	-2.146800	
0.865167	0.10	-2.170950	
0.866833	0.10	-2.194600	
0.868500	0.10	-2.218430	
0.870167	0.10	-2.243230	
0.871833	0.10	-2.269050	
0.873500	0.10	-2.295010	
0.875167	0.10	-2.319790	
0.876833	0.10	-2.342930	
0.878500	0.10	-2.365330	
0.880167	0.10	-2.387920	
0.881833	0.10	-2.410040	
0.883500	0.10	-2.430100	
0.885167	0.10	-2.447880	
0.886833	0.10	-2.465290	
0.888500	0.10	-2.483880	
0.890167	0.10	-2.503170	
0.891833	0.10	-2.522120	
0.893500	0.10	-2.540580	
0.895167	0.10	-2.558920	
0.896833	0.10	-2.577670	
0.898500	0.10	-2.597520	
0.900167	0.10	-2.618640	
0.901833	0.10	-2.639720	
0.903500	0.10	-2.658800	
0.905167	0.10	-2.674900	
0.906833	0.10	-2.688500	
0.908500	0.10	-2.701090	
0.910167	0.10	-2.714110	
0.911833	0.10	-2.727770	
0.913500	0.10	-2.741430	
0.915167	0.10	-2.755480	
0.916833	0.10	-2.771790	
0.918500	0.10	-2.791750	
0.920167	0.10	-2.814220	
0.921833	0.10	-2.836240	
0.923500	0.10	-2.855480	
0.925167	0.10	-2.871860	
0.926833	0.10	-2.887130	
0.928500	0.10	-2.902790	
0.930167	0.10	-2.918650	
0.931833	0.10	-2.933350	
0.933500	0.10	-2.946160	
0.935167	0.10	-2.957780	
0.936833	0.10	-2.969380	
0.938500	0.10	-2.981160	
0.940167	0.10	-2.992690	
0.941833	0.10	-3.004320	
0.943500	0.10	-3.016630	
0.945167	0.10	-3.029300	
0.946833	0.10	-3.040890	
0.948500	0.10	-3.049950	
0.950167	0.10	-3.056610	
0.951833	0.10	-3.062540	
0.953500	0.10	-3.069190	
0.955167	0.10	-3.076650	
0.956833	0.10	-3.084170	
0.958500	0.10	-3.091150	
0.960167	0.10	-3.097260	
0.961833	0.10	-3.102550	
0.963500	0.10	-3.108270	
0.965167	0.10	-3.116320	
0.966833	0.10	-3.127520	
0.968500	0.10	-3.141890	
0.970167	0.10	-3.159180	
0.971833	0.10	-3.178340	
0.973500	0.10	-3.197440	
0.975167	0.10	-3.214480	
0.976833	0.10	-3.228130	
0.978500	0.10	-3.238310	
0.980167	0.10	-3.245910	
0.981833	0.10	-3.251980	
0.983500	0.10	-3.257150	
0.985167	0.10	-3.261680	
0.986833	0.10	-3.265850	
0.988500	0.10	-3.269920	
0.990167	0.10	-3.273700	
0.991833	0.10	-3.276880	
0.993500	0.10	-3.279540	
0.995167	0.10	-3.281800	
0.996833	0.10	-3.283340	
0.998500	0.10	-3.284080	
1.000167	0.10	-3.284550	
1.001833	0.10	-3.285500	
1.003500	0.10	-3.287350	
1.005167	0.10	-3.290100	
1.006833	0.10	-3.293390	
1.008500	0.10	-3.296930	
1.010167	0.10	-3.301190	
1.011833	0.10	-3.307110	
1.013500	0.10	-3.314540	
1.015167	0.10	-3.321620	
1.016833	0.10	-3.326430	
1.018500	0.10	-3.328860	
1.020167	0.10	-3.330240	
1.021833	0.10	-3.331880	
1.023500	0.10	-3.334890	
1.025167	0.10	-3.340360	
1.026833	0.10	-3.348730	
1.028500	0.10	-3.359320	
1.030167	0.10	-3.370390	
1.031833	0.10	-3.379350	
1.033500	0.10	-3.383890	
1.035167	0.10	-3.383610	
1.036833	0.10	-3.380220	
1.038500	0.10	-3.376020	
1.040167	0.10	-3.372460	
1.041833	0.10	-3.369500	
1.043500	0.10	-3.366100	
1.045167	0.10	-3.361510	
1.046833	0.10	-3.355870	
1.048500	0.10	-3.349680	
1.050167	0.10	-3.343360	
1.051833	0.10	-3.337440	
1.053500	0.10	-3.332860	
1.055167	0.10	-3.330350	
1.056833	0.10	-3.329500	
1.058500	0.10	-3.328600	
1.060167	0.10	-3.326200	
1.061833	0.10	-3.322730	
1.063500	0.10	-3.320450	
1.065167	0.10	-3.321700	
1.066833	0.10	-3.327130	
1.068500	0.10	-3.335430	
1.070167	0.10	-3.344370	
1.071833	0.10	-3.351680	
1.073500	0.10	-3.355650	
1.075167	0.10	-3.355340	
1.076833	0.10	-3.350950	
1.078500	0.10	-3.344240	
1.080167	0.10	-3.337900	
1.081833	0.10	-3.333690	
1.083500	0.10	-3.330680	
1.085167	0.10	-3.326260	
1.086833	0.10	-3.319520	
1.088500	0.10	-3.312530	
1.090167	0.10	-3.307490	
1.091833	0.10	-3.304160	
1.093500	0.10	-3.300840	
1.095167	0.10	-3.296340	
1.096833	0.10	-3.290310	
1.098500	0.10	-3.282920	
1.100167	0.10	-3.274620	
1.101833	0.10	-3.265730	
1.103500	0.10	-3.255810	
1.105167	0.10	-3.244480	
1.106833	0.10	-3.233120	
1.108500	0.10	-3.224350	
1.110167	0.10	-3.219430	
1.111833	0.10	-3.217540	
1.113500	0.10	-3.217230	
1.115167	0.10	-3.216980	
1.116833	0.10	-3.215740	
1.118500	0.10	-3.214280	
1.120167	0.10	-3.214030	
1.121833	0.10	-3.214720	
1.123500	0.10	-3.214390	
1.125167	0.10	-3.211090	
1.126833	0.10	-3.204080	
1.128500	0.10	-3.194280	
1.130167	0.10	-3.183660	
1.131833	0.10	-3.174240	
1.133500	0.10	-3.166770	
1.135167	0.10	-3.159810	
1.136833	0.10	-3.150710	
1.138500	0.10	-3.137990	
1.140167	0.10	-3.122720	
1.141833	0.10	-3.107600	
1.143500	0.10	-3.095620	
1.145167	0.10	-3.088530	
1.146833	0.10	-3.085870	
1.148500	0.10	-3.085420	
1.150167	0.10	-3.085470	
1.151833	0.10	-3.085270	
1.153500	0.10	-3.083260	
1.155167	0.10	-3.076970	
1.156833	0.10	-3.065450	
1.158500	0.10	-3.050680	
1.160167	0.10	-3.036210	
1.161833	0.10	-3.024670	
1.163500	0.10	-3.016390	
1.165167	0.10	-3.009900	
1.166833	0.10	-3.003500	
1.168500	0.10	-2.996560	
1.170167	0.10	-2.989790	
1.171833	0.10	-2.984390	
1.173500	0.10	-2.981070	
1.175167	0.10	-2.979130	
1.176833	0.10	-2.976450	
1.178500	0.10	-2.971230	
1.180167	0.10	-2.963360	
1.181833	0.10	-2.954180	
1.183500	0.10	-2.945560	
1.185167	0.10	-2.938610	
1.186833	0.10	-2.932740	
1.188500	0.10	-2.926230	
1.190167	0.10	-2.917580	
1.191833	0.10	-2.906700	
1.193500	0.10	-2.895300	
1.195167	0.10	-2.885740	
1.196833	0.10	-2.879320	
1.198500	0.10	-2.876040	
1.200167	0.10	-2.875120	
1.201833	0.10	-2.874900	
1.203500	0.10	-2.873010	
1.205167	0.10	-2.867080	
1.206833	0.10	-2.856080	
1.208500	0.10	-2.841080	
1.210167	0.10	-2.824520	
1.211833	0.10	-2.808620	
1.213500	0.10	-2.794960	
1.215167	0.10	-2.784760	
1.216833	0.10	-2.778400	
1.218500	0.10	-2.774760	
1.220167	0.10	-2.771510	
1.221833	0.10	-2.766170	
1.223500	0.10	-2.757260	
1.225167	0.10	-2.745290	
1.226833	0.10	-2.732390	
1.228500	0.10	-2.720760	
1.230167	0.10	-2.711700	
1.231833	0.10	-2.705540	
1.233500	0.10	-2.701590	
1.235167	0.10	-2.698240	
1.236833	0.10	-2.693750	
1.238500	0.10	-2.686970	
1.240167	0.10	-2.677330	
1.241833	0.10	-2.664380	
1.243500	0.10	-2.648310	
1.245167	0.10	-2.630870	
1.246833	0.10	-2.614620	
1.248500	0.10	-2.601010	
1.250167	0.10	-2.590110	
1.251833	0.10	-2.581970	
1.253500	0.10	-2.576880	
1.255167	0.10	-2.574520	
1.256833	0.10	-2.573610	
1.258500	0.10	-2.572330	
1.260167	0.10	-2.568800	
1.261833	0.10	-2.561600	
1.263500	0.10	-2.550570	
1.265167	0.10	-2.537130	
1.266833	0.10	-2.523570	
1.268500	0.10	-2.511810	
1.270167	0.10	-2.502460	
1.271833	0.10	-2.495040	
1.273500	0.10	-2.488870	
1.275167	0.10	-2.483610	
1.276833	0.10	-2.479000	
1.278500	0.10	-2.474470	
1.280167	0.10	-2.469210	
1.281833	0.10	-2.462740	
1.283500	0.10	-2.455410	
1.285167	0.10	-2.447940	
1.286833	0.10	-2.440270	
1.288500	0.10	-2.431110	
1.290167	0.10	-2.418810	
1.291833	0.10	-2.403150	
1.293500	0.10	-2.386260	
1.295167	0.10	-2.371280	
1.296833	0.10	-2.360090	
1.298500	0.10	-2.352230	
1.300167	0.10	-2.345360	
1.301833	0.10	-2.337140	
1.303500	0.10	-2.327330	
1.305167	0.10	-2.317690	
1.306833	0.10	-2.309500	
1.308500	0.10	-2.302250	
1.310167	0.10	-2.294490	
1.311833	0.10	-2.285600	
1.313500	0.10	-2.276280	
1.315167	0.10	-2.267340	
1.316833	0.10	-2.258800	
1.318500	0.10	-2.250520	
1.320167	0.10	-2.242700	
1.321833	0.10	-2.235560	
1.323500	0.10	-2.229090	
1.325167	0.10	-2.223460	
1.326833	0.10	-2.218860	
1.328500	0.10	-2.214400	
1.330167	0.10	-2.208530	
1.331833	0.10	-2.200810	
1.333500	0.10	-2.192360	
1.335167	0.10	-2.184460	
