Filepath	C:\Chromel\data\Data\2023\2023 W36.SEQ\UV_VIS_3.CHL\31333.acd
Channel	UV_VIS_3

Sample Information:
Datasource	INDIA_local
Sequence	Data\2023\2023 W36.SEQ
Sample	rxn594_4
Sample Number	73
Sample Position	RC1
Sample ID	31333
Comment	JL0001_68h_1
QNT method	Method default
PGM file	5-100% positive extended MS-range 500-2000
Type	unknown
Status	finished
Date	9/5/2023
Time	3:38:28 PM
Injection Volume (µl)	12.00
Dilution Factor	1.000000
Amount	10.000000
Weight	10.000000

Raw Data Header Information:
Time Min. (min)	0.000
Time Max. (min)	3.000
Raw-Time Min. (min)	0.000
Raw-Time Max. (min)	3.000
Data Points	1801
Detector	DAD3000.dll
Preferred Read Mode	Unknown
Write Mode	Unknown
Data System	Chromeleon
Version High	06
Version Low	80
Build No.	3984
File Format Version	11
Generation Type	8
File ID	239054205
File Status	16
GUID	398da02f-4bf1-11ee-9d37-bcee7b8beccc
Signal Factor	0.000010
Signal Dimension	mAU
Signal Unit	Absorbance
Signal Min.	-7.49851
Signal Max.	275.584240
Channel Name	UV_VIS_3
Driver Name	DAD-3000(RS) Detector
Min. Step	10
Max. Step	10
Average Step	10

Signal Parameter Information:
Signal Info	WVL:280 nm
Wavelength	280.0 nm
Bandwidth	4 nm
RefWavelength	0.0 nm
RefBandwidth	1 nm
	 

















Raw Data:
Time(min)	Step(sec)	Value(mAU)
0.593500	0.10	-0.098040	
0.595167	0.10	-0.103830	
0.596833	0.10	-0.111620	
0.598500	0.10	-0.118890	
0.600167	0.10	-0.123690	
0.601833	0.10	-0.126030	
0.603500	0.10	-0.126970	
0.605167	0.10	-0.127030	
0.606833	0.10	-0.126260	
0.608500	0.10	-0.125080	
0.610167	0.10	-0.124520	
0.611833	0.10	-0.124980	
0.613500	0.10	-0.125330	
0.615167	0.10	-0.124120	
0.616833	0.10	-0.120830	
0.618500	0.10	-0.116290	
0.620167	0.10	-0.112500	
0.621833	0.10	-0.111140	
0.623500	0.10	-0.112040	
0.625167	0.10	-0.113890	
0.626833	0.10	-0.116050	
0.628500	0.10	-0.119000	
0.630167	0.10	-0.122480	
0.631833	0.10	-0.124570	
0.633500	0.10	-0.123320	
0.635167	0.10	-0.118770	
0.636833	0.10	-0.113080	
0.638500	0.10	-0.109180	
0.640167	0.10	-0.108800	
0.641833	0.10	-0.111460	
0.643500	0.10	-0.115470	
0.645167	0.10	-0.119790	
0.646833	0.10	-0.124180	
0.648500	0.10	-0.128200	
0.650167	0.10	-0.130980	
0.651833	0.10	-0.132230	
0.653500	0.10	-0.132980	
0.655167	0.10	-0.135050	
0.656833	0.10	-0.139520	
0.658500	0.10	-0.145870	
0.660167	0.10	-0.152410	
0.661833	0.10	-0.157730	
0.663500	0.10	-0.162020	
0.665167	0.10	-0.166690	
0.666833	0.10	-0.172870	
0.668500	0.10	-0.180680	
0.670167	0.10	-0.189260	
0.671833	0.10	-0.196880	
0.673500	0.10	-0.201780	
0.675167	0.10	-0.203630	
0.676833	0.10	-0.203580	
0.678500	0.10	-0.203140	
0.680167	0.10	-0.203840	
0.681833	0.10	-0.207550	
0.683500	0.10	-0.215290	
0.685167	0.10	-0.225600	
0.686833	0.10	-0.235300	
0.688500	0.10	-0.242180	
0.690167	0.10	-0.246470	
0.691833	0.10	-0.250320	
0.693500	0.10	-0.256100	
0.695167	0.10	-0.264780	
0.696833	0.10	-0.275770	
0.698500	0.10	-0.287880	
0.700167	0.10	-0.300190	
0.701833	0.10	-0.312050	
0.703500	0.10	-0.322980	
0.705167	0.10	-0.332610	
0.706833	0.10	-0.340720	
0.708500	0.10	-0.347800	
0.710167	0.10	-0.355650	
0.711833	0.10	-0.366170	
0.713500	0.10	-0.379480	
0.715167	0.10	-0.393920	
0.716833	0.10	-0.407470	
0.718500	0.10	-0.418900	
0.720167	0.10	-0.428330	
0.721833	0.10	-0.436770	
0.723500	0.10	-0.445520	
0.725167	0.10	-0.456170	
0.726833	0.10	-0.469910	
0.728500	0.10	-0.486220	
0.730167	0.10	-0.503320	
0.731833	0.10	-0.519870	
0.733500	0.10	-0.535550	
0.735167	0.10	-0.550550	
0.736833	0.10	-0.565160	
0.738500	0.10	-0.580060	
0.740167	0.10	-0.596050	
0.741833	0.10	-0.613520	
0.743500	0.10	-0.632090	
0.745167	0.10	-0.650560	
0.746833	0.10	-0.667440	
0.748500	0.10	-0.681810	
0.750167	0.10	-0.693910	
0.751833	0.10	-0.704960	
0.753500	0.10	-0.716470	
0.755167	0.10	-0.729640	
0.756833	0.10	-0.745840	
0.758500	0.10	-0.766510	
0.760167	0.10	-0.791830	
0.761833	0.10	-0.820110	
0.763500	0.10	-0.848860	
0.765167	0.10	-0.875820	
0.766833	0.10	-0.899560	
0.768500	0.10	-0.920300	
0.770167	0.10	-0.939840	
0.771833	0.10	-0.959420	
0.773500	0.10	-0.978460	
0.775167	0.10	-0.996140	
0.776833	0.10	-1.012840	
0.778500	0.10	-1.029880	
0.780167	0.10	-1.048760	
0.781833	0.10	-1.070320	
0.783500	0.10	-1.093850	
0.785167	0.10	-1.117760	
0.786833	0.10	-1.140730	
0.788500	0.10	-1.162050	
0.790167	0.10	-1.181460	
0.791833	0.10	-1.199040	
0.793500	0.10	-1.215490	
0.795167	0.10	-1.232250	
0.796833	0.10	-1.250810	
0.798500	0.10	-1.271530	
0.800167	0.10	-1.293750	
0.801833	0.10	-1.316760	
0.803500	0.10	-1.340380	
0.805167	0.10	-1.364680	
0.806833	0.10	-1.388960	
0.808500	0.10	-1.411950	
0.810167	0.10	-1.433430	
0.811833	0.10	-1.454620	
0.813500	0.10	-1.476980	
0.815167	0.10	-1.500930	
0.816833	0.10	-1.525810	
0.818500	0.10	-1.550780	
0.820167	0.10	-1.575850	
0.821833	0.10	-1.601300	
0.823500	0.10	-1.626430	
0.825167	0.10	-1.650430	
0.826833	0.10	-1.673760	
0.828500	0.10	-1.697460	
0.830167	0.10	-1.721980	
0.831833	0.10	-1.747360	
0.833500	0.10	-1.773250	
0.835167	0.10	-1.798600	
0.836833	0.10	-1.821940	
0.838500	0.10	-1.842420	
0.840167	0.10	-1.860580	
0.841833	0.10	-1.878030	
0.843500	0.10	-1.896210	
0.845167	0.10	-1.915860	
0.846833	0.10	-1.937330	
0.848500	0.10	-1.960330	
0.850167	0.10	-1.983760	
0.851833	0.10	-2.006020	
0.853500	0.10	-2.026320	
0.855167	0.10	-2.045560	
0.856833	0.10	-2.065160	
0.858500	0.10	-2.085630	
0.860167	0.10	-2.106970	
0.861833	0.10	-2.129090	
0.863500	0.10	-2.151400	
0.865167	0.10	-2.173470	
0.866833	0.10	-2.196120	
0.868500	0.10	-2.220210	
0.870167	0.10	-2.244900	
0.871833	0.10	-2.268500	
0.873500	0.10	-2.290130	
0.875167	0.10	-2.309640	
0.876833	0.10	-2.327630	
0.878500	0.10	-2.345790	
0.880167	0.10	-2.365190	
0.881833	0.10	-2.384850	
0.883500	0.10	-2.403560	
0.885167	0.10	-2.421630	
0.886833	0.10	-2.439400	
0.888500	0.10	-2.456070	
0.890167	0.10	-2.470650	
0.891833	0.10	-2.483320	
0.893500	0.10	-2.495520	
0.895167	0.10	-2.508580	
0.896833	0.10	-2.522730	
0.898500	0.10	-2.537290	
0.900167	0.10	-2.551490	
0.901833	0.10	-2.565050	
0.903500	0.10	-2.578210	
0.905167	0.10	-2.591740	
0.906833	0.10	-2.606480	
0.908500	0.10	-2.622570	
0.910167	0.10	-2.640100	
0.911833	0.10	-2.659900	
0.913500	0.10	-2.682820	
0.915167	0.10	-2.708290	
0.916833	0.10	-2.734070	
0.918500	0.10	-2.757890	
0.920167	0.10	-2.779220	
0.921833	0.10	-2.798820	
0.923500	0.10	-2.816970	
0.925167	0.10	-2.832950	
0.926833	0.10	-2.846160	
0.928500	0.10	-2.856740	
0.930167	0.10	-2.865550	
0.931833	0.10	-2.873730	
0.933500	0.10	-2.882640	
0.935167	0.10	-2.894200	
0.936833	0.10	-2.909860	
0.938500	0.10	-2.928590	
0.940167	0.10	-2.946800	
0.941833	0.10	-2.961270	
0.943500	0.10	-2.971790	
0.945167	0.10	-2.980490	
0.946833	0.10	-2.989200	
0.948500	0.10	-2.998430	
0.950167	0.10	-3.007860	
0.951833	0.10	-3.017210	
0.953500	0.10	-3.026340	
0.955167	0.10	-3.034630	
0.956833	0.10	-3.040700	
0.958500	0.10	-3.043600	
0.960167	0.10	-3.043820	
0.961833	0.10	-3.043430	
0.963500	0.10	-3.045360	
0.965167	0.10	-3.052180	
0.966833	0.10	-3.065080	
0.968500	0.10	-3.082960	
0.970167	0.10	-3.102420	
0.971833	0.10	-3.119950	
0.973500	0.10	-3.134430	
0.975167	0.10	-3.147180	
0.976833	0.10	-3.159610	
0.978500	0.10	-3.171790	
0.980167	0.10	-3.183160	
0.981833	0.10	-3.193790	
0.983500	0.10	-3.204360	
0.985167	0.10	-3.215020	
0.986833	0.10	-3.224870	
0.988500	0.10	-3.232690	
0.990167	0.10	-3.237820	
0.991833	0.10	-3.240510	
0.993500	0.10	-3.241560	
0.995167	0.10	-3.241750	
0.996833	0.10	-3.241440	
0.998500	0.10	-3.240830	
1.000167	0.10	-3.240730	
1.001833	0.10	-3.242530	
1.003500	0.10	-3.246640	
1.005167	0.10	-3.251520	
1.006833	0.10	-3.255260	
1.008500	0.10	-3.257460	
1.010167	0.10	-3.259110	
1.011833	0.10	-3.261450	
1.013500	0.10	-3.265730	
1.015167	0.10	-3.272990	
1.016833	0.10	-3.283160	
1.018500	0.10	-3.294720	
1.020167	0.10	-3.305920	
1.021833	0.10	-3.315500	
1.023500	0.10	-3.322340	
1.025167	0.10	-3.326150	
1.026833	0.10	-3.328380	
1.028500	0.10	-3.330880	
1.030167	0.10	-3.333740	
1.031833	0.10	-3.335400	
1.033500	0.10	-3.334580	
1.035167	0.10	-3.331480	
1.036833	0.10	-3.327190	
1.038500	0.10	-3.322820	
1.040167	0.10	-3.318970	
1.041833	0.10	-3.315600	
1.043500	0.10	-3.312730	
1.045167	0.10	-3.310860	
1.046833	0.10	-3.309960	
1.048500	0.10	-3.308520	
1.050167	0.10	-3.305050	
1.051833	0.10	-3.300280	
1.053500	0.10	-3.296610	
1.055167	0.10	-3.295570	
1.056833	0.10	-3.296690	
1.058500	0.10	-3.298600	
1.060167	0.10	-3.299950	
1.061833	0.10	-3.299270	
1.063500	0.10	-3.295470	
1.065167	0.10	-3.289210	
1.066833	0.10	-3.283030	
1.068500	0.10	-3.279700	
1.070167	0.10	-3.280440	
1.071833	0.10	-3.284530	
1.073500	0.10	-3.290450	
1.075167	0.10	-3.297070	
1.076833	0.10	-3.303690	
1.078500	0.10	-3.309750	
1.080167	0.10	-3.314480	
1.081833	0.10	-3.316750	
1.083500	0.10	-3.315850	
1.085167	0.10	-3.312350	
1.086833	0.10	-3.307420	
1.088500	0.10	-3.301780	
1.090167	0.10	-3.295930	
1.091833	0.10	-3.290210	
1.093500	0.10	-3.284240	
1.095167	0.10	-3.277200	
1.096833	0.10	-3.268930	
1.098500	0.10	-3.260200	
1.100167	0.10	-3.251980	
1.101833	0.10	-3.244850	
1.103500	0.10	-3.238860	
1.105167	0.10	-3.233760	
1.106833	0.10	-3.229350	
1.108500	0.10	-3.225540	
1.110167	0.10	-3.222530	
1.111833	0.10	-3.220590	
1.113500	0.10	-3.219340	
1.115167	0.10	-3.217350	
1.116833	0.10	-3.212930	
1.118500	0.10	-3.205480	
1.120167	0.10	-3.196480	
1.121833	0.10	-3.188670	
1.123500	0.10	-3.184230	
1.125167	0.10	-3.183380	
1.126833	0.10	-3.184850	
1.128500	0.10	-3.187010	
1.130167	0.10	-3.188400	
1.131833	0.10	-3.188170	
1.133500	0.10	-3.186620	
1.135167	0.10	-3.184180	
1.136833	0.10	-3.180260	
1.138500	0.10	-3.173860	
1.140167	0.10	-3.164750	
1.141833	0.10	-3.153870	
1.143500	0.10	-3.142760	
1.145167	0.10	-3.132880	
1.146833	0.10	-3.124760	
1.148500	0.10	-3.117830	
1.150167	0.10	-3.111260	
1.151833	0.10	-3.104240	
1.153500	0.10	-3.095850	
1.155167	0.10	-3.085310	
1.156833	0.10	-3.072330	
1.158500	0.10	-3.057940	
1.160167	0.10	-3.044410	
1.161833	0.10	-3.033420	
1.163500	0.10	-3.024880	
1.165167	0.10	-3.017480	
1.166833	0.10	-3.010200	
1.168500	0.10	-3.003600	
1.170167	0.10	-2.999820	
1.171833	0.10	-3.000390	
1.173500	0.10	-3.003910	
1.175167	0.10	-3.006710	
1.176833	0.10	-3.005580	
1.178500	0.10	-3.000120	
1.180167	0.10	-2.992180	
1.181833	0.10	-2.983540	
1.183500	0.10	-2.974840	
1.185167	0.10	-2.965980	
1.186833	0.10	-2.956380	
1.188500	0.10	-2.945920	
1.190167	0.10	-2.935760	
1.191833	0.10	-2.927300	
1.193500	0.10	-2.920190	
1.195167	0.10	-2.912450	
1.196833	0.10	-2.902740	
1.198500	0.10	-2.891230	
1.200167	0.10	-2.878710	
1.201833	0.10	-2.865640	
1.203500	0.10	-2.852690	
1.205167	0.10	-2.840670	
1.206833	0.10	-2.829660	
1.208500	0.10	-2.819230	
1.210167	0.10	-2.809400	
1.211833	0.10	-2.800820	
1.213500	0.10	-2.793940	
1.215167	0.10	-2.788110	
1.216833	0.10	-2.781470	
1.218500	0.10	-2.772400	
1.220167	0.10	-2.761170	
1.221833	0.10	-2.749570	
1.223500	0.10	-2.739640	
1.225167	0.10	-2.732960	
1.226833	0.10	-2.729670	
1.228500	0.10	-2.727850	
1.230167	0.10	-2.724690	
1.231833	0.10	-2.718270	
1.233500	0.10	-2.708550	
1.235167	0.10	-2.696890	
1.236833	0.10	-2.684310	
1.238500	0.10	-2.671180	
1.240167	0.10	-2.658040	
1.241833	0.10	-2.645440	
1.243500	0.10	-2.633550	
1.245167	0.10	-2.622100	
1.246833	0.10	-2.610690	
1.248500	0.10	-2.599560	
1.250167	0.10	-2.589060	
1.251833	0.10	-2.578350	
1.253500	0.10	-2.566520	
1.255167	0.10	-2.554320	
1.256833	0.10	-2.543290	
1.258500	0.10	-2.533760	
1.260167	0.10	-2.524510	
1.261833	0.10	-2.514430	
1.263500	0.10	-2.504070	
1.265167	0.10	-2.495080	
1.266833	0.10	-2.487960	
1.268500	0.10	-2.481360	
1.270167	0.10	-2.474020	
1.271833	0.10	-2.465850	
1.273500	0.10	-2.456990	
1.275167	0.10	-2.446980	
1.276833	0.10	-2.435510	
1.278500	0.10	-2.423730	
1.280167	0.10	-2.413370	
1.281833	0.10	-2.404390	
1.283500	0.10	-2.394800	
1.285167	0.10	-2.383010	
1.286833	0.10	-2.369850	
1.288500	0.10	-2.357640	
1.290167	0.10	-2.347600	
1.291833	0.10	-2.338770	
1.293500	0.10	-2.328850	
1.295167	0.10	-2.316190	
1.296833	0.10	-2.301430	
1.298500	0.10	-2.286780	
1.300167	0.10	-2.273970	
1.301833	0.10	-2.263250	
1.303500	0.10	-2.253840	
1.305167	0.10	-2.244500	
1.306833	0.10	-2.234390	
1.308500	0.10	-2.223710	
1.310167	0.10	-2.213280	
1.311833	0.10	-2.203140	
1.313500	0.10	-2.192390	
1.315167	0.10	-2.180120	
1.316833	0.10	-2.165740	
1.318500	0.10	-2.149700	
1.320167	0.10	-2.133860	
1.321833	0.10	-2.120240	
1.323500	0.10	-2.109320	
1.325167	0.10	-2.100190	
