Filepath	C:\Chromel\data\Data\2023\2023 W36.SEQ\UV_VIS_3.CHL\4551.acd
Channel	UV_VIS_3

Sample Information:
Datasource	INDIA_local
Sequence	Data\2023\2023 W36.SEQ
Sample	dbco488_4
Sample Number	76
Sample Position	RC4
Sample ID	4551
Comment	JL0001_68h_1
QNT method	Method default
PGM file	5-100% positive extended MS-range 500-2000
Type	unknown
Status	finished
Date	9/5/2023
Time	3:53:21 PM
Injection Volume (µl)	12.00
Dilution Factor	1.000000
Amount	10.000000
Weight	10.000000

Raw Data Header Information:
Time Min. (min)	0.000
Time Max. (min)	3.000
Raw-Time Min. (min)	0.000
Raw-Time Max. (min)	3.000
Data Points	1801
Detector	DAD3000.dll
Preferred Read Mode	Unknown
Write Mode	Unknown
Data System	Chromeleon
Version High	06
Version Low	80
Build No.	3984
File Format Version	11
Generation Type	8
File ID	239054205
File Status	16
GUID	4fcdbb1e-4bf3-11ee-9d37-bcee7b8beccc
Signal Factor	0.000010
Signal Dimension	mAU
Signal Unit	Absorbance
Signal Min.	-5.53788
Signal Max.	73.177160
Channel Name	UV_VIS_3
Driver Name	DAD-3000(RS) Detector
Min. Step	10
Max. Step	10
Average Step	10

Signal Parameter Information:
Signal Info	WVL:280 nm
Wavelength	280.0 nm
Bandwidth	4 nm
RefWavelength	0.0 nm
RefBandwidth	1 nm
	 

















Raw Data:
Time(min)	Step(sec)	Value(mAU)
0.143333	0.10	0.034660	
0.145000	0.10	0.040530	
0.146667	0.10	0.043560	
0.148333	0.10	0.041430	
0.150000	0.10	0.034960	
0.151667	0.10	0.027840	
0.153333	0.10	0.023850	
0.155000	0.10	0.024520	
0.156667	0.10	0.028670	
0.158333	0.10	0.033550	
0.160000	0.10	0.036680	
0.161667	0.10	0.037150	
0.163333	0.10	0.035200	
0.165000	0.10	0.031710	
0.166667	0.10	0.028050	
0.168333	0.10	0.024920	
0.170000	0.10	0.018750	
0.171667	0.10	-0.011880	
0.173333	0.10	-0.145250	
0.175000	0.10	-0.574560	
0.176667	0.10	-1.591370	
0.178333	0.10	-3.318690	
0.180000	0.10	-5.176940	
0.181667	0.10	-5.537880	
0.183333	0.10	-2.222750	
0.185000	0.10	6.154840	
0.186667	0.10	18.925850	
0.188333	0.10	33.204560	
0.190000	0.10	45.035740	
0.191667	0.10	51.128640	
0.193333	0.10	50.161300	
0.195000	0.10	43.081020	
0.196667	0.10	32.469820	
0.198333	0.10	21.429110	
0.200000	0.10	12.525540	
0.201667	0.10	7.195200	
0.203333	0.10	5.701460	
0.205000	0.10	7.471830	
0.206667	0.10	11.549180	
0.208333	0.10	16.959810	
0.210000	0.10	22.920690	
0.211667	0.10	28.899880	
0.213333	0.10	34.583380	
0.215000	0.10	39.801450	
0.216667	0.10	44.454570	
0.218333	0.10	48.462640	
0.220000	0.10	51.742240	
0.221667	0.10	54.206550	
0.223333	0.10	55.780300	
0.225000	0.10	56.419860	
0.226667	0.10	56.127400	
0.228333	0.10	54.952810	
0.230000	0.10	52.985170	
0.231667	0.10	50.340950	
0.233333	0.10	47.154410	
0.235000	0.10	43.570170	
0.236667	0.10	39.736140	
0.238333	0.10	35.796470	
0.240000	0.10	31.885200	
0.241667	0.10	28.121110	
0.243333	0.10	24.602370	
0.245000	0.10	21.400230	
0.246667	0.10	18.555010	
0.248333	0.10	16.077790	
0.250000	0.10	13.956970	
0.251667	0.10	12.166050	
0.253333	0.10	10.669530	
0.255000	0.10	9.427430	
0.256667	0.10	8.400040	
0.258333	0.10	7.552360	
0.260000	0.10	6.856380	
0.261667	0.10	6.290970	
0.263333	0.10	5.840450	
0.265000	0.10	5.492580	
0.266667	0.10	5.237310	
0.268333	0.10	5.066190	
0.270000	0.10	4.971110	
0.271667	0.10	4.943460	
0.273333	0.10	4.974220	
0.275000	0.10	5.054180	
0.276667	0.10	5.174920	
0.278333	0.10	5.329920	
0.280000	0.10	5.513430	
0.281667	0.10	5.717850	
0.283333	0.10	5.933850	
0.285000	0.10	6.152280	
0.286667	0.10	6.364900	
0.288333	0.10	6.564390	
0.290000	0.10	6.744980	
0.291667	0.10	6.902450	
0.293333	0.10	7.033220	
0.295000	0.10	7.133920	
0.296667	0.10	7.202280	
0.298333	0.10	7.237530	
0.300000	0.10	7.239600	
0.301667	0.10	7.208690	
0.303333	0.10	7.145850	
0.305000	0.10	7.053130	
0.306667	0.10	6.932760	
0.308333	0.10	6.785990	
0.310000	0.10	6.612770	
0.311667	0.10	6.412790	
0.313333	0.10	6.186910	
0.315000	0.10	5.938160	
0.316667	0.10	5.670870	
0.318333	0.10	5.388740	
0.320000	0.10	5.094810	
0.321667	0.10	4.792650	
0.323333	0.10	4.485490	
0.325000	0.10	4.175290	
0.326667	0.10	3.864170	
0.328333	0.10	3.556070	
0.330000	0.10	3.256000	
0.331667	0.10	2.968140	
0.333333	0.10	2.694710	
0.335000	0.10	2.435810	
0.336667	0.10	2.190560	
0.338333	0.10	1.958650	
0.340000	0.10	1.740990	
0.341667	0.10	1.538890	
0.343333	0.10	1.353040	
0.345000	0.10	1.183430	
0.346667	0.10	1.030180	
0.348333	0.10	0.893860	
0.350000	0.10	0.774320	
0.351667	0.10	0.670150	
0.353333	0.10	0.579300	
0.355000	0.10	0.499540	
0.356667	0.10	0.428860	
0.358333	0.10	0.366190	
0.360000	0.10	0.311330	
0.361667	0.10	0.264270	
0.363333	0.10	0.224460	
0.365000	0.10	0.190380	
0.366667	0.10	0.160230	
0.368333	0.10	0.133400	
0.370000	0.10	0.110890	
0.371667	0.10	0.093660	
0.373333	0.10	0.080890	
0.375000	0.10	0.070190	
0.376667	0.10	0.059660	
0.378333	0.10	0.049520	
0.380000	0.10	0.041600	
0.381667	0.10	0.037340	
0.383333	0.10	0.036340	
0.385000	0.10	0.036830	
0.386667	0.10	0.037690	
0.388333	0.10	0.039150	
0.390000	0.10	0.040980	
0.391667	0.10	0.041910	
0.393333	0.10	0.040870	
0.395000	0.10	0.037390	
0.396667	0.10	0.031170	
0.398333	0.10	0.022910	
0.400000	0.10	0.015430	
0.401667	0.10	0.011970	
0.403333	0.10	0.013070	
0.405000	0.10	0.016550	
0.406667	0.10	0.020160	
0.408333	0.10	0.023280	
0.410000	0.10	0.026680	
0.411667	0.10	0.031210	
0.413333	0.10	0.036300	
0.415000	0.10	0.040160	
0.416667	0.10	0.042050	
0.418333	0.10	0.043720	
0.420000	0.10	0.047610	
0.421667	0.10	0.053890	
0.423333	0.10	0.060080	
0.425000	0.10	0.062770	
0.426667	0.10	0.060190	
0.428333	0.10	0.053970	
0.430000	0.10	0.048740	
0.431667	0.10	0.048960	
0.433333	0.10	0.055710	
0.435000	0.10	0.066000	
0.436667	0.10	0.075100	
0.438333	0.10	0.078990	
0.440000	0.10	0.075710	
0.441667	0.10	0.066130	
0.443333	0.10	0.053800	
0.445000	0.10	0.042930	
0.446667	0.10	0.036120	
0.448333	0.10	0.033650	
0.450000	0.10	0.034780	
0.451667	0.10	0.038870	
0.453333	0.10	0.045190	
0.455000	0.10	0.052410	
0.456667	0.10	0.058840	
0.458333	0.10	0.063460	
0.460000	0.10	0.066550	
0.461667	0.10	0.068880	
0.463333	0.10	0.070540	
0.465000	0.10	0.071050	
0.466667	0.10	0.070000	
0.468333	0.10	0.067480	
0.470000	0.10	0.064310	
0.471667	0.10	0.061810	
0.473333	0.10	0.061040	
0.475000	0.10	0.061680	
0.476667	0.10	0.061480	
0.478333	0.10	0.057890	
0.480000	0.10	0.050760	
0.481667	0.10	0.042850	
0.483333	0.10	0.037740	
0.485000	0.10	0.037350	
0.486667	0.10	0.041200	
0.488333	0.10	0.047430	
0.490000	0.10	0.054590	
0.491667	0.10	0.062150	
0.493333	0.10	0.069440	
0.495000	0.10	0.075110	
0.496667	0.10	0.078030	
0.498333	0.10	0.077800	
0.500000	0.10	0.075360	
0.501667	0.10	0.072780	
0.503333	0.10	0.071930	
0.505000	0.10	0.073180	
0.506667	0.10	0.075340	
0.508333	0.10	0.076910	
0.510000	0.10	0.077360	
0.511667	0.10	0.077640	
0.513333	0.10	0.079150	
0.515000	0.10	0.082430	
0.516667	0.10	0.086850	
0.518333	0.10	0.091000	
0.520000	0.10	0.093440	
0.521667	0.10	0.093190	
0.523333	0.10	0.089760	
0.525000	0.10	0.083240	
0.526667	0.10	0.074880	
0.528333	0.10	0.067050	
0.530000	0.10	0.061470	
0.531667	0.10	0.057940	
0.533333	0.10	0.055310	
0.535000	0.10	0.053110	
0.536667	0.10	0.052230	
0.538333	0.10	0.053890	
0.540000	0.10	0.057450	
0.541667	0.10	0.060060	
0.543333	0.10	0.059270	
0.545000	0.10	0.055510	
0.546667	0.10	0.051380	
0.548333	0.10	0.049350	
0.550000	0.10	0.050600	
0.551667	0.10	0.054710	
0.553333	0.10	0.059450	
0.555000	0.10	0.062010	
0.556667	0.10	0.061220	
0.558333	0.10	0.057920	
0.560000	0.10	0.053800	
0.561667	0.10	0.050000	
0.563333	0.10	0.046800	
0.565000	0.10	0.044400	
0.566667	0.10	0.043190	
0.568333	0.10	0.042980	
0.570000	0.10	0.042780	
0.571667	0.10	0.042010	
0.573333	0.10	0.041490	
0.575000	0.10	0.042250	
0.576667	0.10	0.044050	
0.578333	0.10	0.045550	
0.580000	0.10	0.045450	
0.581667	0.10	0.043210	
0.583333	0.10	0.039280	
0.585000	0.10	0.035370	
0.586667	0.10	0.033740	
0.588333	0.10	0.035180	
0.590000	0.10	0.038040	
0.591667	0.10	0.040220	
0.593333	0.10	0.041140	
0.595000	0.10	0.041090	
0.596667	0.10	0.039920	
0.598333	0.10	0.037070	
0.600000	0.10	0.032210	
0.601667	0.10	0.026250	
0.603333	0.10	0.021390	
0.605000	0.10	0.019530	
0.606667	0.10	0.020590	
0.608333	0.10	0.022590	
0.610000	0.10	0.023150	
0.611667	0.10	0.021580	
0.613333	0.10	0.018960	
0.615000	0.10	0.016730	
0.616667	0.10	0.015740	
0.618333	0.10	0.015930	
0.620000	0.10	0.015830	
0.621667	0.10	0.013390	
0.623333	0.10	0.007670	
0.625000	0.10	-0.000400	
0.626667	0.10	-0.008530	
0.628333	0.10	-0.014570	
0.630000	0.10	-0.017390	
0.631667	0.10	-0.017080	
0.633333	0.10	-0.014730	
0.635000	0.10	-0.012270	
0.636667	0.10	-0.011560	
0.638333	0.10	-0.013550	
0.640000	0.10	-0.017920	
0.641667	0.10	-0.023200	
0.643333	0.10	-0.027360	
0.645000	0.10	-0.029300	
0.646667	0.10	-0.030100	
0.648333	0.10	-0.031470	
0.650000	0.10	-0.033660	
0.651667	0.10	-0.035510	
0.653333	0.10	-0.035970	
0.655000	0.10	-0.035090	
0.656667	0.10	-0.033870	
0.658333	0.10	-0.033440	
0.660000	0.10	-0.034390	
0.661667	0.10	-0.037100	
0.663333	0.10	-0.041960	
0.665000	0.10	-0.049100	
0.666667	0.10	-0.058100	
0.668333	0.10	-0.067730	
0.670000	0.10	-0.076420	
0.671667	0.10	-0.083470	
0.673333	0.10	-0.089460	
0.675000	0.10	-0.095330	
0.676667	0.10	-0.101060	
0.678333	0.10	-0.106010	
0.680000	0.10	-0.109920	
0.681667	0.10	-0.113270	
0.683333	0.10	-0.117220	
0.685000	0.10	-0.123190	
0.686667	0.10	-0.131870	
0.688333	0.10	-0.143010	
0.690000	0.10	-0.156260	
0.691667	0.10	-0.171080	
0.693333	0.10	-0.185880	
0.695000	0.10	-0.198400	
0.696667	0.10	-0.206960	
0.698333	0.10	-0.211580	
0.700000	0.10	-0.214290	
0.701667	0.10	-0.218260	
0.703333	0.10	-0.226030	
0.705000	0.10	-0.237820	
0.706667	0.10	-0.251600	
0.708333	0.10	-0.264520	
0.710000	0.10	-0.274670	
0.711667	0.10	-0.282230	
0.713333	0.10	-0.289170	
0.715000	0.10	-0.297710	
0.716667	0.10	-0.308830	
0.718333	0.10	-0.321620	
0.720000	0.10	-0.334240	
0.721667	0.10	-0.345830	
0.723333	0.10	-0.357000	
0.725000	0.10	-0.368800	
0.726667	0.10	-0.381800	
0.728333	0.10	-0.396200	
0.730000	0.10	-0.411920	
0.731667	0.10	-0.428680	
0.733333	0.10	-0.446290	
0.735000	0.10	-0.464970	
0.736667	0.10	-0.484600	
0.738333	0.10	-0.504090	
0.740000	0.10	-0.521900	
0.741667	0.10	-0.537230	
0.743333	0.10	-0.551020	
0.745000	0.10	-0.565500	
0.746667	0.10	-0.581850	
0.748333	0.10	-0.598930	
0.750000	0.10	-0.614550	
0.751667	0.10	-0.627520	
0.753333	0.10	-0.638480	
0.755000	0.10	-0.649180	
0.756667	0.10	-0.661090	
0.758333	0.10	-0.674800	
0.760000	0.10	-0.690210	
0.761667	0.10	-0.707150	
0.763333	0.10	-0.725660	
0.765000	0.10	-0.745630	
0.766667	0.10	-0.766500	
0.768333	0.10	-0.788050	
0.770000	0.10	-0.810060	
0.771667	0.10	-0.831440	
0.773333	0.10	-0.850890	
0.775000	0.10	-0.868040	
0.776667	0.10	-0.883560	
0.778333	0.10	-0.898920	
0.780000	0.10	-0.915730	
0.781667	0.10	-0.934830	
0.783333	0.10	-0.956180	
0.785000	0.10	-0.978840	
0.786667	0.10	-1.001210	
0.788333	0.10	-1.021880	
0.790000	0.10	-1.040620	
0.791667	0.10	-1.058490	
0.793333	0.10	-1.076510	
0.795000	0.10	-1.094960	
0.796667	0.10	-1.113920	
0.798333	0.10	-1.133430	
0.800000	0.10	-1.153440	
0.801667	0.10	-1.173950	
0.803333	0.10	-1.194590	
0.805000	0.10	-1.214750	
0.806667	0.10	-1.234650	
0.808333	0.10	-1.255590	
0.810000	0.10	-1.278480	
0.811667	0.10	-1.303110	
0.813333	0.10	-1.328670	
0.815000	0.10	-1.353820	
0.816667	0.10	-1.376840	
0.818333	0.10	-1.397310	
0.820000	0.10	-1.416860	
0.821667	0.10	-1.437340	
0.823333	0.10	-1.458960	
0.825000	0.10	-1.480340	
0.826667	0.10	-1.499780	
0.828333	0.10	-1.516320	
0.830000	0.10	-1.530680	
0.831667	0.10	-1.545620	
0.833333	0.10	-1.564050	
0.835000	0.10	-1.586590	
0.836667	0.10	-1.611510	
0.838333	0.10	-1.636680	
0.840000	0.10	-1.660530	
0.841667	0.10	-1.682280	
0.843333	0.10	-1.702240	
0.845000	0.10	-1.721550	
0.846667	0.10	-1.741260	
0.848333	0.10	-1.761780	
0.850000	0.10	-1.782730	
0.851667	0.10	-1.803220	
0.853333	0.10	-1.822130	
0.855000	0.10	-1.838260	
0.856667	0.10	-1.851130	
0.858333	0.10	-1.861660	
0.860000	0.10	-1.871520	
0.861667	0.10	-1.882280	
0.863333	0.10	-1.895330	
0.865000	0.10	-1.911680	
0.866667	0.10	-1.931420	
0.868333	0.10	-1.953560	
0.870000	0.10	-1.976730	
0.871667	0.10	-1.999770	
0.873333	0.10	-2.022230	
0.875000	0.10	-2.043910	
0.876667	0.10	-2.063950	
0.878333	0.10	-2.081050	
0.880000	0.10	-2.094840	
0.881667	0.10	-2.106860	
0.883333	0.10	-2.119880	
0.885000	0.10	-2.135520	
0.886667	0.10	-2.153050	
0.888333	0.10	-2.170710	
0.890000	0.10	-2.187460	
0.891667	0.10	-2.203660	
0.893333	0.10	-2.220170	
0.895000	0.10	-2.236930	
0.896667	0.10	-2.252740	
0.898333	0.10	-2.266100	
0.900000	0.10	-2.276030	
0.901667	0.10	-2.282580	
0.903333	0.10	-2.286860	
0.905000	0.10	-2.290390	
0.906667	0.10	-2.294570	
0.908333	0.10	-2.300610	
0.910000	0.10	-2.309480	
0.911667	0.10	-2.321610	
0.913333	0.10	-2.336950	
0.915000	0.10	-2.355450	
0.916667	0.10	-2.376340	
0.918333	0.10	-2.397400	
0.920000	0.10	-2.416150	
0.921667	0.10	-2.432060	
0.923333	0.10	-2.446490	
0.925000	0.10	-2.460670	
0.926667	0.10	-2.473550	
0.928333	0.10	-2.482270	
0.930000	0.10	-2.485060	
0.931667	0.10	-2.483710	
0.933333	0.10	-2.482620	
0.935000	0.10	-2.485050	
0.936667	0.10	-2.491170	
0.938333	0.10	-2.498850	
0.940000	0.10	-2.505380	
0.941667	0.10	-2.509040	
0.943333	0.10	-2.510180	
0.945000	0.10	-2.510760	
0.946667	0.10	-2.513110	
0.948333	0.10	-2.518210	
0.950000	0.10	-2.524800	
0.951667	0.10	-2.530780	
0.953333	0.10	-2.535260	
0.955000	0.10	-2.538690	
0.956667	0.10	-2.541640	
0.958333	0.10	-2.543970	
0.960000	0.10	-2.544980	
0.961667	0.10	-2.544610	
0.963333	0.10	-2.544630	
0.965000	0.10	-2.547910	
0.966667	0.10	-2.555600	
0.968333	0.10	-2.565660	
0.970000	0.10	-2.574940	
0.971667	0.10	-2.582090	
0.973333	0.10	-2.587820	
0.975000	0.10	-2.592910	
0.976667	0.10	-2.597440	
0.978333	0.10	-2.601810	
0.980000	0.10	-2.607200	
0.981667	0.10	-2.614140	
0.983333	0.10	-2.621380	
0.985000	0.10	-2.626550	
0.986667	0.10	-2.627990	
0.988333	0.10	-2.625850	
0.990000	0.10	-2.621570	
0.991667	0.10	-2.616780	
0.993333	0.10	-2.612530	
0.995000	0.10	-2.609380	
0.996667	0.10	-2.607930	
0.998333	0.10	-2.608990	
1.000000	0.10	-2.612870	
1.001667	0.10	-2.618870	
1.003333	0.10	-2.625330	
1.005000	0.10	-2.630190	
1.006667	0.10	-2.631800	
1.008333	0.10	-2.630290	
1.010000	0.10	-2.627770	
1.011667	0.10	-2.626750	
1.013333	0.10	-2.628700	
1.015000	0.10	-2.633920	
1.016667	0.10	-2.642260	
1.018333	0.10	-2.653170	
1.020000	0.10	-2.665600	
1.021667	0.10	-2.678520	
1.023333	0.10	-2.691150	
1.025000	0.10	-2.702550	
1.026667	0.10	-2.711580	
1.028333	0.10	-2.717410	
1.030000	0.10	-2.719890	
1.031667	0.10	-2.719500	
1.033333	0.10	-2.717460	
1.035000	0.10	-2.715740	
1.036667	0.10	-2.715620	
1.038333	0.10	-2.716580	
1.040000	0.10	-2.717300	
1.041667	0.10	-2.716970	
1.043333	0.10	-2.714760	
1.045000	0.10	-2.709880	
1.046667	0.10	-2.703030	
1.048333	0.10	-2.696370	
1.050000	0.10	-2.691690	
1.051667	0.10	-2.689350	
1.053333	0.10	-2.688770	
1.055000	0.10	-2.689600	
1.056667	0.10	-2.691770	
1.058333	0.10	-2.694880	
1.060000	0.10	-2.698150	
1.061667	0.10	-2.701020	
1.063333	0.10	-2.703300	
1.065000	0.10	-2.704880	
1.066667	0.10	-2.705860	
1.068333	0.10	-2.706690	
1.070000	0.10	-2.707930	
1.071667	0.10	-2.709610	
1.073333	0.10	-2.711000	
1.075000	0.10	-2.710880	
1.076667	0.10	-2.708400	
1.078333	0.10	-2.703950	
1.080000	0.10	-2.699100	
1.081667	0.10	-2.695340	
1.083333	0.10	-2.692930	
1.085000	0.10	-2.691390	
1.086667	0.10	-2.690830	
1.088333	0.10	-2.691870	
1.090000	0.10	-2.694310	
1.091667	0.10	-2.696530	
1.093333	0.10	-2.696540	
1.095000	0.10	-2.693330	
1.096667	0.10	-2.687030	
1.098333	0.10	-2.678200	
1.100000	0.10	-2.668080	
1.101667	0.10	-2.658960	
1.103333	0.10	-2.652800	
1.105000	0.10	-2.649270	
1.106667	0.10	-2.646050	
1.108333	0.10	-2.641480	
1.110000	0.10	-2.635850	
1.111667	0.10	-2.630550	
1.113333	0.10	-2.626810	
1.115000	0.10	-2.624770	
1.116667	0.10	-2.623520	
1.118333	0.10	-2.622530	
1.120000	0.10	-2.622240	
1.121667	0.10	-2.622810	
1.123333	0.10	-2.623500	
1.125000	0.10	-2.623590	
1.126667	0.10	-2.622830	
1.128333	0.10	-2.620840	
1.130000	0.10	-2.617150	
1.131667	0.10	-2.611660	
1.133333	0.10	-2.604700	
1.135000	0.10	-2.596670	
1.136667	0.10	-2.587830	
1.138333	0.10	-2.578420	
1.140000	0.10	-2.568900	
1.141667	0.10	-2.559810	
1.143333	0.10	-2.551210	
1.145000	0.10	-2.542670	
1.146667	0.10	-2.533980	
1.148333	0.10	-2.525930	
1.150000	0.10	-2.519540	
1.151667	0.10	-2.514960	
1.153333	0.10	-2.511250	
1.155000	0.10	-2.506880	
1.156667	0.10	-2.500150	
1.158333	0.10	-2.489910	
1.160000	0.10	-2.476830	
1.161667	0.10	-2.463140	
1.163333	0.10	-2.450610	
1.165000	0.10	-2.439190	
1.166667	0.10	-2.428210	
1.168333	0.10	-2.417990	
1.170000	0.10	-2.409660	
1.171667	0.10	-2.404300	
1.173333	0.10	-2.402730	
1.175000	0.10	-2.404840	
1.176667	0.10	-2.408850	
1.178333	0.10	-2.411870	
1.180000	0.10	-2.411150	
1.181667	0.10	-2.404850	
1.183333	0.10	-2.392880	
1.185000	0.10	-2.377500	
1.186667	0.10	-2.362610	
1.188333	0.10	-2.351630	
1.190000	0.10	-2.346040	
1.191667	0.10	-2.344920	
1.193333	0.10	-2.345300	
1.195000	0.10	-2.343880	
1.196667	0.10	-2.338860	
1.198333	0.10	-2.330250	
1.200000	0.10	-2.319460	
1.201667	0.10	-2.308590	
1.203333	0.10	-2.299160	
1.205000	0.10	-2.291020	
1.206667	0.10	-2.282970	
1.208333	0.10	-2.273840	
1.210000	0.10	-2.263050	
1.211667	0.10	-2.251100	
1.213333	0.10	-2.239240	
1.215000	0.10	-2.228230	
1.216667	0.10	-2.217830	
1.218333	0.10	-2.207840	
1.220000	0.10	-2.198890	
1.221667	0.10	-2.191940	
1.223333	0.10	-2.187110	
1.225000	0.10	-2.183330	
1.226667	0.10	-2.179190	
1.228333	0.10	-2.173790	
1.230000	0.10	-2.167140	
1.231667	0.10	-2.160230	
1.233333	0.10	-2.154110	
1.235000	0.10	-2.148440	
1.236667	0.10	-2.141310	
1.238333	0.10	-2.130620	
1.240000	0.10	-2.115720	
1.241667	0.10	-2.097820	
1.243333	0.10	-2.079290	
1.245000	0.10	-2.062210	
1.246667	0.10	-2.046990	
1.248333	0.10	-2.032960	
1.250000	0.10	-2.020290	
1.251667	0.10	-2.009960	
1.253333	0.10	-2.001830	
1.255000	0.10	-1.994150	
1.256667	0.10	-1.985050	
1.258333	0.10	-1.973510	
1.260000	0.10	-1.959450	
1.261667	0.10	-1.943560	
1.263333	0.10	-1.926900	
1.265000	0.10	-1.910450	
1.266667	0.10	-1.895360	
1.268333	0.10	-1.882410	
1.270000	0.10	-1.871510	
1.271667	0.10	-1.861580	
1.273333	0.10	-1.851330	
1.275000	0.10	-1.840740	
1.276667	0.10	-1.831140	
1.278333	0.10	-1.823150	
1.280000	0.10	-1.815840	
1.281667	0.10	-1.808030	
1.283333	0.10	-1.799260	
1.285000	0.10	-1.789590	
1.286667	0.10	-1.779340	
1.288333	0.10	-1.768750	
1.290000	0.10	-1.757820	
1.291667	0.10	-1.745740	
1.293333	0.10	-1.731260	
1.295000	0.10	-1.714250	
1.296667	0.10	-1.696730	
1.298333	0.10	-1.681350	
1.300000	0.10	-1.669260	
1.301667	0.10	-1.659780	
1.303333	0.10	-1.650850	
1.305000	0.10	-1.639940	
1.306667	0.10	-1.626210	
1.308333	0.10	-1.611780	
1.310000	0.10	-1.599690	
1.311667	0.10	-1.590830	
1.313333	0.10	-1.583780	
1.315000	0.10	-1.576660	
1.316667	0.10	-1.568430	
1.318333	0.10	-1.558640	
1.320000	0.10	-1.547130	
1.321667	0.10	-1.534050	
1.323333	0.10	-1.519780	
1.325000	0.10	-1.505490	
1.326667	0.10	-1.493250	
1.328333	0.10	-1.484540	
1.330000	0.10	-1.478730	
1.331667	0.10	-1.473720	
1.333333	0.10	-1.467500	
1.335000	0.10	-1.458870	
1.336667	0.10	-1.447390	
1.338333	0.10	-1.433000	
1.340000	0.10	-1.416090	
1.341667	0.10	-1.397780	
1.343333	0.10	-1.379390	
1.345000	0.10	-1.362270	
