Filepath	C:\Chromel\data\Data\2023\2023 W36.SEQ\UV_VIS_3.CHL\1379.acd
Channel	UV_VIS_3

Sample Information:
Datasource	INDIA_local
Sequence	Data\2023\2023 W36.SEQ
Sample	peg_azidotetrazine_3
Sample Number	79
Sample Position	RC5
Sample ID	1379
Comment	JL0001_68h_1
QNT method	Method default
PGM file	5-100% positive extended MS-range 500-2000
Type	unknown
Status	finished
Date	9/5/2023
Time	4:08:10 PM
Injection Volume (µl)	12.00
Dilution Factor	1.000000
Amount	10.000000
Weight	10.000000

Raw Data Header Information:
Time Min. (min)	0.000
Time Max. (min)	3.000
Raw-Time Min. (min)	0.000
Raw-Time Max. (min)	3.000
Data Points	1801
Detector	DAD3000.dll
Preferred Read Mode	Unknown
Write Mode	Unknown
Data System	Chromeleon
Version High	06
Version Low	80
Build No.	3984
File Format Version	11
Generation Type	8
File ID	239054205
File Status	16
GUID	63babf47-4bf5-11ee-9d37-bcee7b8beccc
Signal Factor	0.000010
Signal Dimension	mAU
Signal Unit	Absorbance
Signal Min.	-9.14438
Signal Max.	82.176780
Channel Name	UV_VIS_3
Driver Name	DAD-3000(RS) Detector
Min. Step	10
Max. Step	10
Average Step	10

Signal Parameter Information:
Signal Info	WVL:280 nm
Wavelength	280.0 nm
Bandwidth	4 nm
RefWavelength	0.0 nm
RefBandwidth	1 nm
	 

















Raw Data:
Time(min)	Step(sec)	Value(mAU)
0.435000	0.10	-0.055710	
0.436667	0.10	-0.059990	
0.438333	0.10	-0.066440	
0.440000	0.10	-0.072380	
0.441667	0.10	-0.076090	
0.443333	0.10	-0.077230	
0.445000	0.10	-0.076160	
0.446667	0.10	-0.073660	
0.448333	0.10	-0.070880	
0.450000	0.10	-0.068290	
0.451667	0.10	-0.065270	
0.453333	0.10	-0.061740	
0.455000	0.10	-0.058710	
0.456667	0.10	-0.057050	
0.458333	0.10	-0.056710	
0.460000	0.10	-0.057150	
0.461667	0.10	-0.058060	
0.463333	0.10	-0.059550	
0.465000	0.10	-0.061690	
0.466667	0.10	-0.064470	
0.468333	0.10	-0.068020	
0.470000	0.10	-0.072070	
0.471667	0.10	-0.075350	
0.473333	0.10	-0.076360	
0.475000	0.10	-0.074890	
0.476667	0.10	-0.072100	
0.478333	0.10	-0.069030	
0.480000	0.10	-0.065850	
0.481667	0.10	-0.062570	
0.483333	0.10	-0.059760	
0.485000	0.10	-0.058400	
0.486667	0.10	-0.059120	
0.488333	0.10	-0.061870	
0.490000	0.10	-0.065610	
0.491667	0.10	-0.068720	
0.493333	0.10	-0.070550	
0.495000	0.10	-0.072050	
0.496667	0.10	-0.074600	
0.498333	0.10	-0.078500	
0.500000	0.10	-0.082630	
0.501667	0.10	-0.085480	
0.503333	0.10	-0.086520	
0.505000	0.10	-0.086430	
0.506667	0.10	-0.086000	
0.508333	0.10	-0.085230	
0.510000	0.10	-0.084030	
0.511667	0.10	-0.083570	
0.513333	0.10	-0.085400	
0.515000	0.10	-0.089660	
0.516667	0.10	-0.095230	
0.518333	0.10	-0.101350	
0.520000	0.10	-0.107450	
0.521667	0.10	-0.111880	
0.523333	0.10	-0.112050	
0.525000	0.10	-0.106480	
0.526667	0.10	-0.096550	
0.528333	0.10	-0.086230	
0.530000	0.10	-0.079570	
0.531667	0.10	-0.078230	
0.533333	0.10	-0.081220	
0.535000	0.10	-0.086520	
0.536667	0.10	-0.092650	
0.538333	0.10	-0.098680	
0.540000	0.10	-0.103550	
0.541667	0.10	-0.106200	
0.543333	0.10	-0.106490	
0.545000	0.10	-0.105280	
0.546667	0.10	-0.103450	
0.548333	0.10	-0.101570	
0.550000	0.10	-0.100020	
0.551667	0.10	-0.099050	
0.553333	0.10	-0.098650	
0.555000	0.10	-0.098460	
0.556667	0.10	-0.098230	
0.558333	0.10	-0.098300	
0.560000	0.10	-0.098820	
0.561667	0.10	-0.098760	
0.563333	0.10	-0.097210	
0.565000	0.10	-0.094880	
0.566667	0.10	-0.093380	
0.568333	0.10	-0.093360	
0.570000	0.10	-0.094470	
0.571667	0.10	-0.096250	
0.573333	0.10	-0.098280	
0.575000	0.10	-0.100300	
0.576667	0.10	-0.102400	
0.578333	0.10	-0.104800	
0.580000	0.10	-0.107510	
0.581667	0.10	-0.110200	
0.583333	0.10	-0.112610	
0.585000	0.10	-0.115180	
0.586667	0.10	-0.118330	
0.588333	0.10	-0.120880	
0.590000	0.10	-0.120720	
0.591667	0.10	-0.117190	
0.593333	0.10	-0.112030	
0.595000	0.10	-0.108070	
0.596667	0.10	-0.107360	
0.598333	0.10	-0.110240	
0.600000	0.10	-0.115870	
0.601667	0.10	-0.123250	
0.603333	0.10	-0.131570	
0.605000	0.10	-0.139750	
0.606667	0.10	-0.146430	
0.608333	0.10	-0.150840	
0.610000	0.10	-0.153330	
0.611667	0.10	-0.154730	
0.613333	0.10	-0.155330	
0.615000	0.10	-0.154590	
0.616667	0.10	-0.151560	
0.618333	0.10	-0.145610	
0.620000	0.10	-0.137960	
0.621667	0.10	-0.132310	
0.623333	0.10	-0.132060	
0.625000	0.10	-0.136670	
0.626667	0.10	-0.142330	
0.628333	0.10	-0.146410	
0.630000	0.10	-0.149230	
0.631667	0.10	-0.151530	
0.633333	0.10	-0.152670	
0.635000	0.10	-0.151820	
0.636667	0.10	-0.149890	
0.638333	0.10	-0.149160	
0.640000	0.10	-0.151050	
0.641667	0.10	-0.154870	
0.643333	0.10	-0.158910	
0.645000	0.10	-0.162410	
0.646667	0.10	-0.166200	
0.648333	0.10	-0.171460	
0.650000	0.10	-0.178170	
0.651667	0.10	-0.185250	
0.653333	0.10	-0.191770	
0.655000	0.10	-0.197500	
0.656667	0.10	-0.202610	
0.658333	0.10	-0.207290	
0.660000	0.10	-0.211090	
0.661667	0.10	-0.212760	
0.663333	0.10	-0.211510	
0.665000	0.10	-0.208340	
0.666667	0.10	-0.205740	
0.668333	0.10	-0.205910	
0.670000	0.10	-0.209670	
0.671667	0.10	-0.216790	
0.673333	0.10	-0.226680	
0.675000	0.10	-0.238830	
0.676667	0.10	-0.252510	
0.678333	0.10	-0.266020	
0.680000	0.10	-0.276680	
0.681667	0.10	-0.282290	
0.683333	0.10	-0.282500	
0.685000	0.10	-0.279310	
0.686667	0.10	-0.276110	
0.688333	0.10	-0.275470	
0.690000	0.10	-0.277870	
0.691667	0.10	-0.283000	
0.693333	0.10	-0.290880	
0.695000	0.10	-0.301490	
0.696667	0.10	-0.313800	
0.698333	0.10	-0.326140	
0.700000	0.10	-0.337340	
0.701667	0.10	-0.347200	
0.703333	0.10	-0.355910	
0.705000	0.10	-0.363980	
0.706667	0.10	-0.372330	
0.708333	0.10	-0.381510	
0.710000	0.10	-0.391100	
0.711667	0.10	-0.400600	
0.713333	0.10	-0.410190	
0.715000	0.10	-0.419930	
0.716667	0.10	-0.429640	
0.718333	0.10	-0.439970	
0.720000	0.10	-0.452300	
0.721667	0.10	-0.467800	
0.723333	0.10	-0.486520	
0.725000	0.10	-0.507190	
0.726667	0.10	-0.527470	
0.728333	0.10	-0.545130	
0.730000	0.10	-0.559620	
0.731667	0.10	-0.572220	
0.733333	0.10	-0.584110	
0.735000	0.10	-0.594870	
0.736667	0.10	-0.603590	
0.738333	0.10	-0.610590	
0.740000	0.10	-0.617310	
0.741667	0.10	-0.625410	
0.743333	0.10	-0.636520	
0.745000	0.10	-0.651760	
0.746667	0.10	-0.670520	
0.748333	0.10	-0.690650	
0.750000	0.10	-0.710090	
0.751667	0.10	-0.727690	
0.753333	0.10	-0.743610	
0.755000	0.10	-0.759380	
0.756667	0.10	-0.776440	
0.758333	0.10	-0.794360	
0.760000	0.10	-0.811720	
0.761667	0.10	-0.828600	
0.763333	0.10	-0.846720	
0.765000	0.10	-0.867210	
0.766667	0.10	-0.889300	
0.768333	0.10	-0.911310	
0.770000	0.10	-0.932440	
0.771667	0.10	-0.953360	
0.773333	0.10	-0.974900	
0.775000	0.10	-0.996580	
0.776667	0.10	-1.017120	
0.778333	0.10	-1.036250	
0.780000	0.10	-1.055050	
0.781667	0.10	-1.074970	
0.783333	0.10	-1.096860	
0.785000	0.10	-1.120430	
0.786667	0.10	-1.144570	
0.788333	0.10	-1.168150	
0.790000	0.10	-1.190310	
0.791667	0.10	-1.210120	
0.793333	0.10	-1.226990	
0.795000	0.10	-1.242050	
0.796667	0.10	-1.258110	
0.798333	0.10	-1.277660	
0.800000	0.10	-1.300890	
0.801667	0.10	-1.325880	
0.803333	0.10	-1.350570	
0.805000	0.10	-1.374380	
0.806667	0.10	-1.398080	
0.808333	0.10	-1.422390	
0.810000	0.10	-1.447170	
0.811667	0.10	-1.471960	
0.813333	0.10	-1.496740	
0.815000	0.10	-1.522310	
0.816667	0.10	-1.549610	
0.818333	0.10	-1.578380	
0.820000	0.10	-1.606810	
0.821667	0.10	-1.633380	
0.823333	0.10	-1.658590	
0.825000	0.10	-1.684120	
0.826667	0.10	-1.710720	
0.828333	0.10	-1.737570	
0.830000	0.10	-1.763150	
0.831667	0.10	-1.786660	
0.833333	0.10	-1.809130	
0.835000	0.10	-1.832670	
0.836667	0.10	-1.858750	
0.838333	0.10	-1.887330	
0.840000	0.10	-1.917080	
0.841667	0.10	-1.945570	
0.843333	0.10	-1.970530	
0.845000	0.10	-1.991780	
0.846667	0.10	-2.011270	
0.848333	0.10	-2.030980	
0.850000	0.10	-2.051820	
0.851667	0.10	-2.073390	
0.853333	0.10	-2.094470	
0.855000	0.10	-2.114470	
0.856667	0.10	-2.134490	
0.858333	0.10	-2.156230	
0.860000	0.10	-2.180480	
0.861667	0.10	-2.206650	
0.863333	0.10	-2.233250	
0.865000	0.10	-2.258950	
0.866667	0.10	-2.283580	
0.868333	0.10	-2.308210	
0.870000	0.10	-2.333720	
0.871667	0.10	-2.359300	
0.873333	0.10	-2.383410	
0.875000	0.10	-2.405830	
0.876667	0.10	-2.427680	
0.878333	0.10	-2.449850	
0.880000	0.10	-2.472420	
0.881667	0.10	-2.495310	
0.883333	0.10	-2.518080	
0.885000	0.10	-2.539810	
0.886667	0.10	-2.559830	
0.888333	0.10	-2.578430	
0.890000	0.10	-2.596100	
0.891667	0.10	-2.612420	
0.893333	0.10	-2.626710	
0.895000	0.10	-2.639340	
0.896667	0.10	-2.651870	
0.898333	0.10	-2.665740	
0.900000	0.10	-2.681080	
0.901667	0.10	-2.697410	
0.903333	0.10	-2.714850	
0.905000	0.10	-2.733860	
0.906667	0.10	-2.754110	
0.908333	0.10	-2.774600	
0.910000	0.10	-2.794780	
0.911667	0.10	-2.815110	
0.913333	0.10	-2.836610	
0.915000	0.10	-2.859810	
0.916667	0.10	-2.883880	
0.918333	0.10	-2.907070	
0.920000	0.10	-2.928060	
0.921667	0.10	-2.946770	
0.923333	0.10	-2.964000	
0.925000	0.10	-2.980330	
0.926667	0.10	-2.995880	
0.928333	0.10	-3.010850	
0.930000	0.10	-3.025480	
0.931667	0.10	-3.039810	
0.933333	0.10	-3.053690	
0.935000	0.10	-3.067350	
0.936667	0.10	-3.081180	
0.938333	0.10	-3.094370	
0.940000	0.10	-3.104680	
0.941667	0.10	-3.110500	
0.943333	0.10	-3.112740	
0.945000	0.10	-3.114120	
0.946667	0.10	-3.116960	
0.948333	0.10	-3.121870	
0.950000	0.10	-3.128160	
0.951667	0.10	-3.134790	
0.953333	0.10	-3.140850	
0.955000	0.10	-3.146480	
0.956667	0.10	-3.153560	
0.958333	0.10	-3.164190	
0.960000	0.10	-3.178660	
0.961667	0.10	-3.195370	
0.963333	0.10	-3.212500	
0.965000	0.10	-3.229490	
0.966667	0.10	-3.246800	
0.968333	0.10	-3.264020	
0.970000	0.10	-3.279340	
0.971667	0.10	-3.291720	
0.973333	0.10	-3.302030	
0.975000	0.10	-3.312080	
0.976667	0.10	-3.322890	
0.978333	0.10	-3.333820	
0.980000	0.10	-3.342880	
0.981667	0.10	-3.348520	
0.983333	0.10	-3.350670	
0.985000	0.10	-3.350250	
0.986667	0.10	-3.348610	
0.988333	0.10	-3.347100	
0.990000	0.10	-3.345870	
0.991667	0.10	-3.343820	
0.993333	0.10	-3.340030	
0.995000	0.10	-3.335110	
0.996667	0.10	-3.331080	
0.998333	0.10	-3.329810	
1.000000	0.10	-3.331600	
1.001667	0.10	-3.335720	
1.003333	0.10	-3.341100	
1.005000	0.10	-3.346180	
1.006667	0.10	-3.349400	
1.008333	0.10	-3.350560	
1.010000	0.10	-3.351360	
1.011667	0.10	-3.353950	
1.013333	0.10	-3.359350	
1.015000	0.10	-3.367370	
1.016667	0.10	-3.376910	
1.018333	0.10	-3.386210	
1.020000	0.10	-3.393770	
1.021667	0.10	-3.398970	
1.023333	0.10	-3.402070	
1.025000	0.10	-3.404390	
1.026667	0.10	-3.407620	
1.028333	0.10	-3.412540	
1.030000	0.10	-3.418500	
1.031667	0.10	-3.423610	
1.033333	0.10	-3.425870	
1.035000	0.10	-3.424810	
1.036667	0.10	-3.421810	
1.038333	0.10	-3.418140	
1.040000	0.10	-3.413600	
1.041667	0.10	-3.407350	
1.043333	0.10	-3.399330	
1.045000	0.10	-3.390700	
1.046667	0.10	-3.383680	
1.048333	0.10	-3.380600	
1.050000	0.10	-3.382030	
1.051667	0.10	-3.386230	
1.053333	0.10	-3.390410	
1.055000	0.10	-3.392450	
1.056667	0.10	-3.391590	
1.058333	0.10	-3.388650	
1.060000	0.10	-3.385370	
1.061667	0.10	-3.383040	
1.063333	0.10	-3.381750	
1.065000	0.10	-3.381010	
1.066667	0.10	-3.380710	
1.068333	0.10	-3.381140	
1.070000	0.10	-3.382460	
1.071667	0.10	-3.384160	
1.073333	0.10	-3.385610	
1.075000	0.10	-3.386750	
1.076667	0.10	-3.387590	
1.078333	0.10	-3.387450	
1.080000	0.10	-3.385670	
1.081667	0.10	-3.382360	
1.083333	0.10	-3.377760	
1.085000	0.10	-3.371770	
1.086667	0.10	-3.364760	
1.088333	0.10	-3.358030	
1.090000	0.10	-3.352500	
1.091667	0.10	-3.347230	
1.093333	0.10	-3.340330	
1.095000	0.10	-3.331140	
1.096667	0.10	-3.320030	
1.098333	0.10	-3.308040	
1.100000	0.10	-3.297400	
1.101667	0.10	-3.290320	
1.103333	0.10	-3.286620	
1.105000	0.10	-3.283740	
1.106667	0.10	-3.279260	
1.108333	0.10	-3.272610	
1.110000	0.10	-3.265400	
1.111667	0.10	-3.260340	
1.113333	0.10	-3.258360	
1.115000	0.10	-3.257010	
1.116667	0.10	-3.253290	
1.118333	0.10	-3.247250	
1.120000	0.10	-3.241300	
1.121667	0.10	-3.237450	
1.123333	0.10	-3.236310	
1.125000	0.10	-3.237440	
1.126667	0.10	-3.239330	
1.128333	0.10	-3.239600	
1.130000	0.10	-3.236180	
1.131667	0.10	-3.228750	
1.133333	0.10	-3.218860	
1.135000	0.10	-3.208260	
1.136667	0.10	-3.198240	
1.138333	0.10	-3.190460	
1.140000	0.10	-3.186220	
1.141667	0.10	-3.184950	
1.143333	0.10	-3.184730	
1.145000	0.10	-3.183560	
1.146667	0.10	-3.179930	
1.148333	0.10	-3.173610	
1.150000	0.10	-3.165690	
1.151667	0.10	-3.156970	
1.153333	0.10	-3.147370	
1.155000	0.10	-3.136890	
1.156667	0.10	-3.126160	
1.158333	0.10	-3.116120	
1.160000	0.10	-3.107390	
1.161667	0.10	-3.099730	
1.163333	0.10	-3.091940	
1.165000	0.10	-3.083000	
1.166667	0.10	-3.073180	
1.168333	0.10	-3.064060	
1.170000	0.10	-3.057660	
1.171667	0.10	-3.055310	
1.173333	0.10	-3.056420	
1.175000	0.10	-3.058970	
1.176667	0.10	-3.060970	
1.178333	0.10	-3.060910	
1.180000	0.10	-3.058070	
1.181667	0.10	-3.053080	
1.183333	0.10	-3.047490	
1.185000	0.10	-3.042720	
1.186667	0.10	-3.039110	
1.188333	0.10	-3.035630	
1.190000	0.10	-3.030750	
1.191667	0.10	-3.023890	
1.193333	0.10	-3.015560	
1.195000	0.10	-3.006510	
1.196667	0.10	-2.997100	
1.198333	0.10	-2.987090	
1.200000	0.10	-2.975590	
1.201667	0.10	-2.961610	
1.203333	0.10	-2.945160	
1.205000	0.10	-2.928230	
1.206667	0.10	-2.913880	
1.208333	0.10	-2.903800	
1.210000	0.10	-2.896700	
1.211667	0.10	-2.889810	
1.213333	0.10	-2.881310	
1.215000	0.10	-2.870750	
1.216667	0.10	-2.858550	
1.218333	0.10	-2.845660	
1.220000	0.10	-2.833300	
1.221667	0.10	-2.822540	
1.223333	0.10	-2.814180	
1.225000	0.10	-2.808590	
1.226667	0.10	-2.804910	
1.228333	0.10	-2.801070	
1.230000	0.10	-2.796100	
1.231667	0.10	-2.791740	
1.233333	0.10	-2.790270	
1.235000	0.10	-2.791290	
1.236667	0.10	-2.791320	
1.238333	0.10	-2.786610	
1.240000	0.10	-2.775710	
1.241667	0.10	-2.759990	
1.243333	0.10	-2.742630	
1.245000	0.10	-2.726750	
1.246667	0.10	-2.713250	
1.248333	0.10	-2.700540	
1.250000	0.10	-2.686530	
1.251667	0.10	-2.671320	
1.253333	0.10	-2.657390	
1.255000	0.10	-2.646960	
1.256667	0.10	-2.639880	
1.258333	0.10	-2.634520	
1.260000	0.10	-2.629790	
1.261667	0.10	-2.625770	
1.263333	0.10	-2.622370	
1.265000	0.10	-2.618390	
1.266667	0.10	-2.612120	
1.268333	0.10	-2.602680	
1.270000	0.10	-2.590870	
1.271667	0.10	-2.578690	
1.273333	0.10	-2.568160	
1.275000	0.10	-2.560160	
1.276667	0.10	-2.553770	
1.278333	0.10	-2.547200	
1.280000	0.10	-2.539370	
1.281667	0.10	-2.530160	
1.283333	0.10	-2.519850	
1.285000	0.10	-2.509040	
1.286667	0.10	-2.498610	
1.288333	0.10	-2.489280	
1.290000	0.10	-2.481410	
1.291667	0.10	-2.475470	
1.293333	0.10	-2.471780	
1.295000	0.10	-2.469160	
1.296667	0.10	-2.464830	
1.298333	0.10	-2.455910	
1.300000	0.10	-2.441530	
1.301667	0.10	-2.423830	
1.303333	0.10	-2.406700	
1.305000	0.10	-2.393190	
1.306667	0.10	-2.383820	
1.308333	0.10	-2.377370	
1.310000	0.10	-2.372100	
1.311667	0.10	-2.366000	
1.313333	0.10	-2.357460	
1.315000	0.10	-2.346400	
1.316667	0.10	-2.334630	
1.318333	0.10	-2.324520	
1.320000	0.10	-2.317740	
